name,salary,currency,experience,location,link,skills
Бизнес-ассистент,20000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127663670,"Деловая коммуникация, Управление проектами, Project management, Google Docs, Google Sheets, amoCRM"
Бизнес-ассистент генерального директора,150000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/128042765,
Программист 1С / Разработчик 1С,250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127993591,"1С программирование, 1С: Предприятие 8, 1С: Управление Торговлей, Обновление конфигурации 1С, Системная интеграция, Разработка требований к качеству, 1C: ERP, Оптимизация кода, Рефакторинг кода"
Начальник отдела инновационного развития и бизнес-проектов,3800,BYN,3–6,Минск / Беларусь,https://hh.ru/vacancy/127634121,"Оптимизация бизнес-процессов, Разработка пользовательской документации, Страхование жизни, Бизнес-анализ, Автоматизация бизнес-процессов, Управление требованиями, Постановка задач разработчикам, Деловая коммуникация, Стратегическое планирование, Анализ требований, Разработка технических заданий, Разработка функциональных требований, Разработка бизнес-требований, Описание бизнес-процессов"
Младший аналитик,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128149447,"Аналитическое мышление, Анализ бизнес-процессов, Работа в команде, MS Excel, Аналитические исследования"
Менеджер по продажам программного обеспечения (Битрикс24),120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127621744,
Head of Growth Analytics,10000,EUR,6,Москва / Россия,https://hh.ru/vacancy/128043728,"Python, SQL, Анализ данных, продуктовая аналитика, Power BI, Стратегическое мышление"
Специалист по внедрению Битрикс24 / Интегратор Битрикс24,90000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128165512,"Системная интеграция, Автоматизация бизнес-процессов, Битрикс24, переговоры с первыми лицами компаний, Бизнес-анализ, Оценка потребностей клиентов, Автоматизация процессов, Сбор и анализ информации, Аналитическое мышление, Проведение презентаций, Навыки переговоров"
"Business Development Manager / Менеджер по развитию (Retail Media, Supply)",250000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127885434,"B2B Продажи, Ведение переговоров, Навыки презентации, Управление отношениями с клиентами, Поиск и привлечение клиентов, Деловая коммуникация, Навыки переговоров, Анализ рынка, E-Commerce, Анализ конкурентной среды"
Middle Fullstack-разработчик (PHP/React),180000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128017758,PHP
Маркетолог-аналитик,85000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/128098370,
Проджект-менеджер,60000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127385085,"Деловая коммуникация, Аналитическое мышление, Декомпозиция бизнес-процессов, Регламентация бизнес-процессов, MS Project, Управление изменениями, Подготовка макетов, Визуализация данных"
Senior LLM Engineer,8000,USD,6,Москва / Россия,https://hh.ru/vacancy/128135411,"Python, Docker, MLflow, AWS"
Преподаватель статистики / инженерной аналитики по России,200000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128157826,"Обучение и развитие, Наставничество, Тренинги, Организаторские навыки, Математическая статистика, Организация учебного процесса, Визуализация данных"
Старший аналитик по сравнительным исследованиям рынка,200000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127295102,
QAA Automation,250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128016588,"Node.js, API, REST API, HTTP, PostgreSQL, Git, Docker, Kubernetes, Jenkins, Selenium, Allure, RabbitMQ, Apache Kafka"
Тренинг-менеджер,80000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127542436,"Обучение и развитие, Тренинги, Оценка персонала, Адаптация персонала, Проведение тренинга для новых сотрудников, Корпоративная культура, Организаторские навыки, Оценка компетенций, Наставничество, Мотивация персонала, Администрирование процесса обучения, Организация обучения для руководителей, Организация обучения для специалистов, Выявление потребностей в обучении, Групповое обучение, проведение тренингов, Английский — A1 — Начальный"
Оператор видеонаблюдения в Центр видеомониторинга,75000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128117593,"Ответственность, Стрессоустойчивость, Внимательность, Обучаемость, Системы видеонаблюдения"
Python-разработчик,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126276942,
Менеджер направления мерчендайзинг,125000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127456728,"MS Excel, Мерчандайзинг, Деловая коммуникация, Деловая переписка, Аналитика продаж"
Менеджер по ведению клиентов,120000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/128169452,"Деловое общение, B2B Продажи, Навыки переговоров, Развитие продаж, Ориентация на клиента, Работа с большим объемом информации, Навыки презентации"
Администратор в филиал BRITVA (м. Октябрьское поле),60000,RUB,0,Москва / Россия,https://hh.ru/vacancy/127865889,"Кассовые операции, Ведение отчетности, Администрирование"
Главный бухгалтер,180000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128191895,
Senior Technical Writer / Архитектор документации (IT),150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127861725,
Системный аналитик (банковский сектор),300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128048328,
"Сеньор Python-разработчик / Tech Lead (FastAPI, Elasticsearch, высоконагруженные системы)",350000,RUB,6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127609865,"Python, FastAPI, MongoDB, MySQL, MLflow, Redis, Git, Gitlab, LightFM, Flask, Elasticsearch, Docker, CI/CD, Celery, microservices, asyncio"
Экономист-географ/аналитик/демограф/социолог,180000,RUB,6,Москва / Россия,https://hh.ru/vacancy/128057443,"QGIS, MapInfo, GIS, Социологические исследования, Демографические исследования, MS PowerPoint, MS Excel"
Сервис-менеджер / Менеджер Отдела Заботы,60000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127881903,"Организаторские навыки, Работа с жалобами клиентов, Телефонные переговоры, Навыки межличностного общения, Управление лояльностью потребителей, Ведение переписки, Аналитическое мышление"
Операционный менеджер маркетплейсов (Wildberries),40000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127775973,"Маркетплейсы, E-Commerce, Аналитическое мышление, Анализ данных, Работа с большим объемом информации, Аналитика, Анализ продаж, Анализ бизнес показателей, Internet Marketing, Продвижение бренда, Сбор и анализ информации, Работа с базами данных, Логистика, Системный подход, Аналитика продаж, Базы данных, Составление отчетности"
Хемоинформатик,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127926458,"Python, Deep Learning"
Бизнес-ассистент / Управляющий директора автосалона,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127993339,"Организаторские навыки, Руководство коллективом, Управленческие навыки, Деловое общение, Деловая переписка, Деловая коммуникация, Управленческая отчетность, Аналитическое мышление, Стратегическое мышление, Управление командой, Обучение и развитие, Планирование, Управление временем, Бизнес-планирование, Навыки переговоров, Английский язык, Лидерские качества"
Руководитель проектов 1С / ТимЛид проектов 1С,150000,RUB,3–6,Самаре,https://hh.ru/vacancy/128060464,"Управление проектами, Системное мышление, Умение общаться с людьми, ERP-системы на базе 1С, 1С: УНФ, 1С: Комплексная автоматизация, 1С: Управление предприятием, 1С: Бухгалтерия и склад, 1С: Управление Торговлей, Сосредоточенность, Бизнес-анализ, Моделирование бизнес процессов, Терпеливость, Аналитический склад ума, Английский — B1 — Средний"
Product manager / Продакт-менеджер,100000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/128021847,"Вывод продукта на рынок, Разработка нового продукта, Бизнес-анализ, Аналитическое мышление"
Бизнес-ассистент / Управляющий директора автосалона,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127993339,"Организаторские навыки, Руководство коллективом, Управленческие навыки, Деловое общение, Деловая переписка, Деловая коммуникация, Управленческая отчетность, Аналитическое мышление, Стратегическое мышление, Управление командой, Обучение и развитие, Планирование, Управление временем, Бизнес-планирование, Навыки переговоров, Английский язык, Лидерские качества"
Управляющий фулфилмент-центром (Fulfillment Manager),150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126518669,"WMS-системы, WMS, 1C: ERP, E-Commerce, Инструменты маркетплейсов, Складской Учет, Организаторские навыки, Руководство коллективом, Управление складом, Адресное хранение, Логистика поставок, Оптимизация затрат, Подбор персонала, Русский — C2 — В совершенстве"
Администратор/Менеджер CRM Битрикс24,110000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128176771,
"Технический писатель (middle, IT)",100000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/126832816,"Разработка технической документации, Чтение чужого кода, Грамотность"
Market Data Specialist,2000,USD,1–3,Москва / Россия,https://hh.ru/vacancy/126797643,"Английский язык, Анализ данных, Python, SQL, REST API, Английский — C1 — Продвинутый"
Project Manager/Ассистент собственников,30000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128060638,
Ассистент службы маркетинга (отдела трейд-маркетинга),55000,RUB,0,Санкт-Петербург / Россия,https://hh.ru/vacancy/127863291,"Работа с большим объемом информации, Аналитическое мышление, Документооборот, Документальное сопровождение, Trade Marketing"
Менеджер по клиентской аналитике и поддержке (медицинское оборудование),130000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/125096166,
Ведущий менеджер по развитию (типография),110000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127427658,"Деловая коммуникация, Проведение презентаций, Организаторские навыки, Заключение договоров, B2B Продажи, Развитие ключевых клиентов, Развитие продаж"
Старший менеджер по продвижению на маркетплейсе Wildberries,300000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/126657941,Английский — B2 — Средне-продвинутый
Системный администратор Windows и 1C,125000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127493829,"1С: Предприятие 8, Windows Server, Active Directory, MS SQL Server, VPN, TCP/IP, DNS, DHCP, VLAN, PowerShell, Wireshark, Резервное копирование, Информационная безопасность"
Специалист-аналитик (экономист-социолог),102500,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128059064,"QGIS, MapInfo, GIS, MS PowerPoint, MS Excel"
Бухгалтер на первичную документацию / Бухгалтер,121800,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127881792,
Team lead / Senior Software Developer / Back-end,3200,USD,6,Минск / Беларусь,https://hh.ru/vacancy/127890062,"Опыт программирование Kotlin, SQL, PostgreSQL, Apache Kafka, MLflow, Docker"
Помощник руководителя,70000,RUB,0,Санкт-Петербург / Россия,https://hh.ru/vacancy/128221581,"Системное мышление, Управленческие навыки, Деловое общение, Деловая коммуникация, Подбор персонала, Работа с большим объемом информации, исполнение поручений руководителя, Исполнение личных поручений руководителя, Телефонные переговоры, Административная поддержка руководителя, Умение работать в коллективе, Организация встреч, Аналитическое мышление, Управление командой, Руководство коллективом, Умение принимать решения, Администрирование, Поиск информации в интернет"
Senior Java-разработчик Финтех,400000,RUB,6,Москва / Россия,https://hh.ru/vacancy/128145054,"Ethereum, Kubernetes, Java, Spring Framework, PostgreSQL, Английский — C1 — Продвинутый"
Middle Product Manager,500000,KZT,3–6,Астана / Казахстан,https://hh.ru/vacancy/128143236,"Аналитическое мышление, Деловая коммуникация, Управление ресурсами, Product Led Growth, Анализ требований"
Analyst-developer,120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128021438,"SQL Server Profiler, SQL, Анализ требований, Английский язык, Python"
Стажер в службу технической поддержки,58000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128034711,"SQL, REST API, HTTP, Atlassian Jira"
AI Engineer,900000,KZT,1–3,Астана / Казахстан,https://hh.ru/vacancy/127626044,"Python, FastAPI, RAG, Agentic, PyTorch, API, SQL, Git, CI/CD"
Рекрутер,40000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127966786,"Подбор персонала, Грамотная речь, Грамотность, Подбор сотрудников, Составление предложений о работе, Поиск персонала в открытых источниках, Грамотная письменная речь, Удаленная работа, IT Recruitment, Рекрутинг, Умение работать с людьми"
Ведущий менеджер маркетплейса Wildberries / Старший менеджер по продвижению на WB (Электроника),120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128086798,"Развитие продаж, Wildberries, Анализ конкурентной среды, Сводные таблицы, Работа с большим объемом информации, Аналитическое мышление, Маркетплейсы, Анализ продаж, Конкурентная аналитика, Анализ данных, Аналитика продаж, Анализ рынка, ABC-анализ"
"Системный аналитик / аналитик-тестировщик (R&D, нейросети и блокчейн)",200000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127846907,"API, SQL, Postman, Git, Клиент-серверная архитектура, Swagger, CI/CD, Docker, Linux, Анализ требований, Системный анализ, Atlassian Jira, Техническая документация"
SMM-менеджер,110000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127659364,"Мобильная видеосъемка, Видеомонтаж, Capcut, Figma, VK Ads, Графический дизайн, Adobe Illustrator, Редактирование текстов, Контентная стратегия, Взаимодействие с блогерами, Написание текстов для соцсетей, Предметная фотосъемка, Видеосъемка, Обработка видео, Ретаргетинг, Лидогенерация, Разработка контент-плана, Разработка технических заданий, Написание текстов, Разработка маркетинговых кампаний, Таргетинг, Создание креативов, Копирайтинг"
Руководитель отдела аналитики и отчетности,145000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127365288,"ETL, SQL, Python, PostgreSQL, Clickhouse, Superset, Power BI, Tableau, Стратегическое мышление, Умение принятия управленческих решений, Коммуникативные навыки"
Ведущий дата инженер BI,300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127960201,
Бренд-маркетолог / Автомаркетолог,150000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128136190,
Бухгалтер материального стола,400000,KZT,3–6,Астана / Казахстан,https://hh.ru/vacancy/128121077,
Координатор отдела продаж,60000,RUB,0,Новосибирск / Россия,https://hh.ru/vacancy/127371208,"Работа с базами данных, MS Excel, Сбор и обработка документов, 1С: Предприятие 8, Сбор информации в различных источниках, Работа с большим объемом информации"
Руководитель направления (речевые технологии и синтез речи),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127631308,"NLP, ASR, Automatic Speech Recognition, NER, Классификации интентов, AHT, FCR, SLA, SQL, Python, С++, TTS, ML, Tacotron, WaveNet, FastSpeech, Чат-боты, Голосовые боты"
Аналитик,110000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128050851,"MS PowerPoint, Английский язык, Аналитические исследования, Подготовка презентаций, Управление проектами, QGIS, Английский — B1 — Средний"
Специалист НСИ,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127662203,
Rust-разработчик,150000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127210628,rust
Менеджер по цифровым решениям и продаже ИИ-сервисов (GigaChat),200000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128132850,
Full-cycle recruiter (IT)/Менеджер по подбору персонала в IT,100000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/128147354,
Начальник отдела системного анализа,500000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128024752,Системный анализ
Руководитель отдела продаж (маркетплейс),150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127449656,"E-Commerce, Управление продажами, Анализ продаж, Управление командой, Управление товарными запасами"
Менеджер по маркетплейсам бренда VOIS | Project manager Wildberries (уходовая косметика),200000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128069923,"Анализ данных, Анализ продаж, Стратегическое мышление, Планирование продаж, Маркетплейсы, Аналитическое мышление, Продвижение бренда, ABC-анализ, Ценообразование, Wildberries, Аналитика, Аналитика продаж, Мониторинг цен, Управление продажами, Google Docs, E-Commerce, Маркетинговый анализ, Интернет-реклама, Развитие продаж, Анализ рынка, Удаленная работа, Уходовая косметика, Чувство стиля"
Директор департамента бизнес-анализа (в Ташкент),5000,USD,3–6,Москва / Россия,https://hh.ru/vacancy/128139944,"Руководство коллективом, BPMN, Agile Project Management, Оптимизация бизнес-процессов, Стратегическое планирование, Контроль исполнения решений, Ориентация на результат, Разработка внутренней документации, Моделирование бизнес-процессов, Обучение персонала, Обучение и развитие, Бизнес-анализ, Постановка задач разработчикам, Разработка бизнес-требований"
Менеджер по логистике,1800,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/128146056,"Логистика поставок, Аналитический склад ума, Google Docs, Планирование, Управление поставками, Работа с поставщиками, Автомобильные перевозки, Деловая коммуникация"
Офис-менеджер / Администратор отдела продаж,60000,RUB,0,Санкт-Петербург / Россия,https://hh.ru/vacancy/127803455,"Деловая переписка, Документооборот, Телефонные переговоры, Прием посетителей, Внутренние коммуникации, Стрессоустойчивость, Коммуникативные навыки, Управление отношениями с клиентами, Сопровождение клиентов, CRM, Управление коммуникациями, Деловая коммуникация"
Инженер-механик,115000,RUB,3–6,Новосибирск / Россия,https://hh.ru/vacancy/126438830,
Full stack developer,3000,USD,3–6,Минск / Беларусь,https://hh.ru/vacancy/128098229,"React, Node.js, HTML, CSS, full stack, фулл-стэк, Git, front-end, TypeScript"
Администратор баз данных (DBA),130000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127493610,"MS SQL Server, Transact-SQL, PowerShell, Zabbix, Grafana, CI/CD, DevOps, AlwaysOn, TempBD"
"Ведущий менеджер Wildberries (аналитик, офис/Москва)",170000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127771628,"Работа с большим объемом информации, Аналитическое мышление, E-Commerce, Планирование, Сбор и анализ информации, Аналитические исследования, Анализ ценообразования, Анализ бизнес показателей, Анализ рынка, Анализ данных, Аналитика"
Специалист по анализу маршрутной сети общественного транспорта,400000,KZT,1–3,Алматы / Казахстан,https://hh.ru/vacancy/126925834,"Маршрутизация, Сбор и анализ информации, Работа с большим объемом информации, Аналитическое мышление"
Team lead/Senior Software Developer / Back-end,250000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127769282,"Опыт программирование Kotlin, SQL, PostgreSQL, Apache Kafka, MLflow, Docker"
"Аналитик/Финансовый аналитик (Excel, BI)",150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126703315,"Аналитическое мышление, Работа с большим объемом информации, MS PowerPoint, Анализ данных, 1С: Предприятие 8, MS Excel"
Аналитик,500000,KZT,3–6,Алматы / Казахстан,https://hh.ru/vacancy/128067597,"Анализ данных, Аналитическое мышление, MS Excel, CRM, Power BI, 3PL, Анализ финансовых показателей, Анализ бизнес показателей, Аналитика, Прогнозирование, Анализ рынка"
Аналитик (ритейл / фастфуд),2700,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/127947433,"Power BI, Анализ бизнес показателей, Аналитика, 1С, Data Analysis, MS Excel, Экономический анализ, Анализ данных, Английский — A2 — Элементарный"
Менеджер по маркетплейсам,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127375342,"Маркетинговый анализ, Маркетинговый аудит, Анализ конкурентной среды, Маркетинговые метрики, Разработка маркетинговых кампаний, Анализ эффективности маркетинговых кампаний, Оптимизация маркетинговых кампаний, SEO-тексты, SEO, ABC-анализ, Rich-контент"
User Acquisition Manager (Mobile App),4000,USD,1–3,Москва / Россия,https://hh.ru/vacancy/127956511,"Интернет-реклама, AppsFlyer, Facebook, Performance-маркетинг, Интернет-маркетинг, TikTok Ads, Facebook Ads, TikTok, Английский — B2 — Средне-продвинутый"
Менеджер по работе с маркетплейсами | Ozon,100000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128076943,"Ozon, Озон, Аналитический склад ума, Аналитика маркетплейсов, ABC-анализ, Анализ продаж, Продвижение бренда, Ответственность, Инициативность, Маркетплейсы, E-Commerce, Логистика, Системный подход, Планирование рекламных кампаний, Контроль и анализ ценообразования, Контроль отгрузок, Управление товарными запасами, Анализ АБС, Ассортиментная матрица, Конкурентная аналитика, SEO, Управление ассортиментом, Аналитическое мышление, Анализ ценообразования, Маржинальный анализ, Реклама, Аналитика продаж, Анализ рынка, Анализ данных, Аналитика"
Data Scientist,180000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128102483,"Python, pandas, CatBoost, Scikit-learn, PySpark, Spark, Hadoop, MLflow"
Руководитель отдела Performance-маркетинга / Тимлид Performance-направления (мебель на заказ),120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127422982,"Работа с большим объемом информации, Аналитическое мышление, Google Sheets, сводные таблицы, Яндекс.Метрика, Google Analytics, Roistat, ChatGPT, amoCRM, bitrix24, Маркетинговый анализ, Маркетинговые исследования, performance marketing, Контекстная реклама, таргетированная реклама, Яндекс.Директ, VK Ads, MyTarget, Google Ads, Сквозная аналитика, Power BI, Веб-аналитика, Управление бюджетом, Лидогенерация, B2C маркетинг"
Финансовый директор (CFO),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127648196,"Финансовый анализ, Финансовый контроль, Бюджетирование, Финансовое планирование, Финансовый менеджмент, Стратегическое планирование, Инвестиционный анализ"
"Менеджер проектов IT (автоматизация складов, WMS)",150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127841632,"Управление проектами, Работа в команде, Ведение переговоров, Документооборот, Сопровождение клиентов, Контроль дебиторской задолженности, Работа с большим объемом информации, Моделирование бизнес процессов, Складская логистика, WMS, Оптимизация бизнес-процессов, Автоматизация склада, Управление интернет-проектами, Организаторские навыки"
Системный аналитик,280000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127952922,
Разработчик .Net (Senior),265000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127305154,"C#, Entity Framework, Transact-SQL, ASP.NET, RabbitMQ, Kafka, Scrum, SOLID, Elasticsearch, T-SQL, Docker, Docker-compose, ASP.NET Core, PostgreSQL"
Аккаунт-менеджер / Менеджер по работе с клиентами в маркетинговое агентство,80000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127773004,"Деловая коммуникация, Управление отношениями с клиентами, Работа с ключевыми клиентами, Навыки переговоров, Навыки продаж, Интернет-реклама"
BI-аналитик,200000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/124507694,"Анализ бизнес показателей, 1С, Python, MS Excel, Аналитика маркетплейсов, Прогнозирование спроса, Проверка статистических гипотез, SQL, PostgreSQL, pandas"
Руководитель проектов (Городское хозяйство),150000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128086677,"Продвинутый пользователь MS Office, BPMN, Atlassian Jira, Python, MS SQL, Аналитическое мышление, Подготовка презентаций"
Senior AI Architect / Архитектор ИИ-ассистентов и инфраструктуры,5000,USD,6,Алматы / Казахстан,https://hh.ru/vacancy/127987749,"Python, LLM, ML, DevOps, MLops, AI, ИИ, RAG, CI/CD, Pydantic"
Старший инженер-технолог (старший инженер по нормированию материалов),95000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128046218,"Умение принимать решения, Больничные листы, Стабильность, Бизнес-аналитика, Массовое производство"
Специалист по маркетинговым исследованиям,250000,KZT,1–3,Алматы / Казахстан,https://hh.ru/vacancy/127405878,"Работа в команде, Мультизадачность, Деловая коммуникация, Маркетинговые исследования, Аналитическое мышление, Организаторские навыки, Маркетинговые коммуникации, качественные исследования, количественные исследования, Деловая переписка, Проведение опросов, Market Research, Research, Английский — B2 — Средне-продвинутый"
Ведущий геолог в камеральную службу,120000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127732255,"Контроль качества, Пользователь ПК, Работа с базами данных, Работа в команде, MS Office, Ведение отчётности, ArcGIS, Globar Mapper, Полевые работы, Сбор информации в различных источниках, Составление отчетов"
Менеджер по продажам битрикс24 (Bitrix24),80000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127964140,
PPC Specialist (Специалист по контекстной рекламе),100000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128163159,"Таргетинг, Аналитическое мышление, Интернет маркетинг, Интернет-реклама, Анализ трафика"
Аналитик,110000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/125937635,
"Директор по маркетингу (розница, услуги)",800000,RUB,6,Москва / Россия,https://hh.ru/vacancy/128191972,
Менеджер маркетплейсов (ВБ),70000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127762289,"Анализ продаж, Маркетплейсы, ABC-анализ, Анализ данных, Анализ конкурентной среды, Продвижение бренда, Системный подход, Аналитика, Анализ бизнес показателей, Аналитическое мышление, Сбор и анализ информации, Развитие продаж, Анализ финансовых показателей, Анализ ценообразования, Аналитика продаж"
Senior DevOps Engineer,180000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127847389,"Kubernetes, Apache Cassandra, PostgreSQL, Ansible, CI/CD, Мониторинг серверов"
Аналитик по сервисным направлениям,700000,KZT,1–3,Алматы / Казахстан,https://hh.ru/vacancy/127497967,
Офис-менеджер,105000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127960070,"Обеспечение жизнедеятельности офиса, Прием посетителей, Работа с оргтехникой"
Node.js backend разработчик (Middle+/Senior),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128150412,"Node.js, TypeScript, GraphQL, PostgreSQL, Redis, CI/CD, Docker, Kubernetes, Clickhouse, Go"
Менеджер продукта экосистемы (Личный кабинет + монетизация трафика),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127813950,
Веб-аналитик / Web-аналитик,100000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/123515465,"Английский язык, WEB аналитика, Веб-аналитика"
Менеджер по продажам B2B (Event платформа | it-продукт),220000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127709467,"B2B Продажи, Проведение презентаций, Развитие продаж, Навыки переговоров"
SMS-маркетолог/CRM-маркетолог,90000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128034186,"Интернет-реклама, Маркетинговые исследования, Маркетинговый анализ, SMS маркетинг, Таргетинг, Digital Marketing, CRM-маркетинг, Email-маркетинг"
Руководитель направления по работе с партнерами и корпоративными клиентами,300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127841393,"Управление продажами, Проведение презентаций, Ведение переговоров, Развитие продаж, проведение переговоров с первыми лицами компании, Сопровождение клиентов"
Кредитный аналитик,120000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/127810954,"Анализ ФХД, Анализ данных, Аналитика, Анализ рисков"
PR-специалист,70000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127963494,"PR, B2B маркетинг, Организация пресс-конференций, Формирование пула лояльных СМИ, Копирайтинг, Контент-маркетинг, Написание текстов, Организация мероприятий, Английский — B1 — Средний"
Ведущий PHP-разработчик,100000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127491799,"PHP, Git, MySQL, JavaScript, SQL, HTML, jQuery, CRM, CSS, Автоматизация процессов"
Менеджер маркетплейса OZON,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128163559,"Маркетплейсы, Аналитика, Анализ данных, Закупки, Развитие бренда, Контроль отгрузок, Развитие продаж"
Технический архитектор данных,230000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127416880,"Системный анализ, Архитектура данных, SQL, Tableau, Power BI, 1С, OLAP, API, ETL, Аналитика продаж, P&L, HTML, CRM, Битрикс24"
Middle+ / Senior Backend Developer (Python + SQL),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/124463631,"Python, FastAPI, SQL"
Директор по маркетингу (EdTech),300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127714306,"Управление командой, Стратегическое мышление, Маркетинговое планирование, Деловая коммуникация, Маркетинговая стратегия, Internet Marketing"
Стажер-аналитик в отдел SMM (рекламное агентство),12500,RUB,0,Санкт-Петербург / Россия,https://hh.ru/vacancy/127491001,"Маркетинговые коммуникации, MS PowerPoint, Работа с большим объемом информации, Excel, Интернет-реклама, Digital Marketing, Реклама"
Менеджер по продажам B2B (IT продукт),400000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128104158,
